groupId,fileId,username,rank,subm_ts
0,198,allrounderankit,201,1719113478.0
0,387,sparsh8020,387,1719114520.0
1,89,lost-temple-2,88,1719112399.0
1,211,yuruiyin,213,1719113593.0
2,196,pein531,196,1719112852.0
2,246,12121-b,248,1719113477.0
3,117,wenboz,118,1719112762.0
3,221,xie-bin-o,222,1719113067.0
4,372,charleszzz,372,1719114701.0
4,401,elated-hugleydp,401,1719114566.0
5,149,_neelytandel_,151,1719112774.0
5,308,harmit485,310,1719114301.0
6,82,ilpyq_wasd003,84,1719111736.0
6,579,seaman003,582,1719111222.0
7,11,sheepforever,11,1719111117.0
7,272,ni-hong-ge,275,1719113467.0
8,78,ericet1234,81,1719112037.0
8,166,Zeyu_Shen,168,1719112936.0
