groupId,fileId,username,rank,subm_ts
0,89,lost-temple-2,88,1719112399.0
0,215,yuruiyin,213,1719113593.0
1,197,pein531,196,1719112852.0
1,252,12121-b,248,1719113477.0
2,118,wenboz,118,1719112762.0
2,221,xie-bin-o,222,1719113067.0
3,149,_neelytandel_,151,1719112774.0
3,309,harmit485,310,1719114301.0
4,202,allrounderankit,201,1719113478.0
4,386,sparsh8020,387,1719114520.0
5,266,Traveller_,268,1719113698.0
5,528,CoderAbhi27,530,1719114633.0
6,372,charleszzz,372,1719114701.0
6,404,elated-hugleydp,401,1719114566.0
7,85,ilpyq_wasd003,84,1719111736.0
7,580,seaman003,582,1719111222.0
8,78,ericet1234,81,1719112037.0
8,166,Zeyu_Shen,168,1719112936.0
