fileId1,fileId2,similarity
629,153,100.0
745,733,97.11934156378601
456,375,100.0
760,536,100.0
758,536,100.0
758,760,100.0
620,443,100.0
787,525,100.0
585,444,96.44444444444444
623,525,96.84684684684684
787,623,96.84684684684684
543,525,96.80365296803653
787,543,96.80365296803653
598,429,98.5781990521327
472,467,98.55072463768117
539,467,98.55072463768117
544,467,98.55072463768117
549,467,98.55072463768117
553,467,98.55072463768117
566,467,98.55072463768117
564,467,98.55072463768117
569,467,98.55072463768117
580,467,98.55072463768117
588,467,98.55072463768117
606,467,98.55072463768117
609,467,98.55072463768117
622,467,98.55072463768117
628,467,98.55072463768117
632,467,98.55072463768117
637,467,98.55072463768117
688,467,98.55072463768117
703,467,98.55072463768117
708,467,98.55072463768117
711,467,98.55072463768117
719,467,98.55072463768117
723,467,98.55072463768117
732,467,98.55072463768117
731,467,98.55072463768117
739,467,98.55072463768117
750,467,98.55072463768117
752,467,98.55072463768117
756,467,98.55072463768117
757,467,98.55072463768117
773,467,98.55072463768117
770,467,98.55072463768117
784,467,98.55072463768117
789,467,98.55072463768117
790,467,98.55072463768117
793,467,98.55072463768117
799,467,98.55072463768117
730,501,99.02912621359224
604,446,99.02439024390245
500,467,96.19047619047619
730,467,96.65071770334929
738,559,100.0
791,467,96.17224880382776
500,381,98.0392156862745
507,467,96.15384615384616
539,472,100.0
544,472,100.0
549,472,100.0
553,472,100.0
566,472,100.0
564,472,100.0
569,472,100.0
580,472,100.0
588,472,100.0
606,472,100.0
609,472,100.0
622,472,100.0
628,472,100.0
632,472,100.0
637,472,100.0
688,472,100.0
703,472,100.0
708,472,100.0
711,472,100.0
719,472,100.0
723,472,100.0
732,472,100.0
731,472,100.0
739,472,100.0
750,472,100.0
752,472,100.0
756,472,100.0
757,472,100.0
773,472,100.0
770,472,100.0
784,472,100.0
789,472,100.0
790,472,100.0
793,472,100.0
799,472,100.0
544,539,100.0
549,539,100.0
553,539,100.0
566,539,100.0
564,539,100.0
569,539,100.0
580,539,100.0
588,539,100.0
606,539,100.0
609,539,100.0
622,539,100.0
628,539,100.0
632,539,100.0
637,539,100.0
688,539,100.0
703,539,100.0
708,539,100.0
711,539,100.0
719,539,100.0
723,539,100.0
732,539,100.0
731,539,100.0
739,539,100.0
750,539,100.0
752,539,100.0
756,539,100.0
757,539,100.0
773,539,100.0
770,539,100.0
784,539,100.0
789,539,100.0
790,539,100.0
793,539,100.0
799,539,100.0
549,544,100.0
553,544,100.0
566,544,100.0
564,544,100.0
569,544,100.0
580,544,100.0
588,544,100.0
606,544,100.0
609,544,100.0
622,544,100.0
628,544,100.0
632,544,100.0
637,544,100.0
688,544,100.0
703,544,100.0
708,544,100.0
711,544,100.0
719,544,100.0
723,544,100.0
732,544,100.0
731,544,100.0
