groupId,fileId,username,rank,subm_ts
0,467,rushiiisb,469,1717862340.0
0,472,Anoop6598Rai,472,1717862346.0
0,539,pintusingh15689,537,1717861706.0
0,544,priyanshubhardwaj241,545,1717862360.0
0,549,ritik108,551,1717862380.0
0,553,_mohit__,552,1717862082.0
0,566,Yuvi13,562,1717862136.0
0,564,rishabh0218,566,1717861270.0
0,569,shonu_monu,568,1717861579.0
0,580,Shivani_7726,581,1717861650.0
0,588,Flawrence,590,1717861682.0
0,606,apicoder,604,1717862034.0
0,609,PrathameshLohar,608,1717862361.0
0,622,aryan404,622,1717862091.0
0,628,lenevo,629,1717861246.0
0,632,Meet_Andharia,632,1717861859.0
0,637,Demo_KS153,638,1717861916.0
0,688,prathamd549,689,1717861536.0
0,703,shashwat28012002,699,1717861982.0
0,708,atharv23456x,708,1717862391.0
0,711,riaj_123,709,1717862391.0
0,719,user1726mH,718,1717862302.0
0,723,samyak_1010,723,1717862363.0
0,732,ma5termind_nemo,730,1717862228.0
0,731,Kitetsu,732,1717861988.0
0,739,shreyshah173,740,1717862259.0
0,750,Coding_geek20,749,1717862358.0
0,752,sundramm2003,751,1717862126.0
0,756,yeuhoahuuco,754,1717861259.0
0,757,Anushka57,758,1717861296.0
0,773,b20181,773,1717862292.0
0,770,Aviralshukla26,774,1717862348.0
0,784,seeavishk,786,1717862334.0
0,789,shashwat_1717,789,1717861563.0
0,790,0007glitcher,790,1717861629.0
0,793,Lion_9,793,1717861786.0
0,799,derrick2209,799,1717862357.0
0,501,mahimagupta09,501,1717861829.0
0,730,Tejpa,729,1717861603.0
0,594,_ritik_yadav,594,1717862293.0
0,500,vishu5090,499,1717862112.0
0,652,kedarghadage,655,1717862064.0
0,764,priyanshur_754,766,1717862332.0
0,625,kartikeyacoding19,627,1717862132.0
0,797,rk_02_04,797,1717862188.0
0,765,legendlumberjack,762,1717859469.0
0,791,syn_anti,791,1717861467.0
0,381,angira_das,383,1717861410.0
0,507,_beast007,508,1717861854.0
0,562,skjsarthak,561,1717862122.0
0,445,Manaslc07,444,1717862261.0
0,527,gprakhar141,527,1717861950.0
0,518,sarthak10092003,517,1717861594.0
0,589,sudhanshu1182,589,1717861681.0
0,612,singh_kartik,612,1717862369.0
0,640,priti_93,640,1717861627.0
0,645,ZEON3099,645,1717862279.0
0,754,destryptor,753,1717862252.0
0,734,Aditya_Varma8019,731,1717862280.0
0,551,farji_darji,549,1717861773.0
0,633,Kaustubh00_1,633,1717862162.0
0,506,beatmeloser,504,1717862133.0
0,382,pintu2000,381,1717862308.0
0,485,PhyMath123,483,1717862370.0
0,440,hprasad13579,440,1717862249.0
0,486,Harshil_2602,487,1717861481.0
0,743,krishnash1355,741,1717862167.0
