groupId,fileId,username,rank,subm_ts
0,471,Anoop6598Rai,472,1717862346.0
0,536,pintusingh15689,537,1717861706.0
0,545,priyanshubhardwaj241,545,1717862360.0
0,551,ritik108,551,1717862380.0
0,552,_mohit__,552,1717862082.0
0,562,Yuvi13,562,1717862136.0
0,568,rishabh0218,566,1717861270.0
0,567,shonu_monu,568,1717861579.0
0,580,Shivani_7726,581,1717861650.0
0,593,Flawrence,590,1717861682.0
0,601,apicoder,604,1717862034.0
0,606,PrathameshLohar,608,1717862361.0
0,619,aryan404,622,1717862091.0
0,630,lenevo,629,1717861246.0
0,631,Meet_Andharia,632,1717861859.0
0,634,Demo_KS153,638,1717861916.0
0,690,prathamd549,689,1717861536.0
0,701,shashwat28012002,699,1717861982.0
0,707,atharv23456x,708,1717862391.0
0,708,riaj_123,709,1717862391.0
0,720,user1726mH,718,1717862302.0
0,723,samyak_1010,723,1717862363.0
0,729,ma5termind_nemo,730,1717862228.0
0,732,Kitetsu,732,1717861988.0
0,740,shreyshah173,740,1717862259.0
0,750,Coding_geek20,749,1717862358.0
0,752,sundramm2003,751,1717862126.0
0,754,yeuhoahuuco,754,1717861259.0
0,756,Anushka57,758,1717861296.0
0,772,b20181,773,1717862292.0
0,773,Aviralshukla26,774,1717862348.0
0,785,seeavishk,786,1717862334.0
0,788,shashwat_1717,789,1717861563.0
0,790,0007glitcher,790,1717861629.0
0,794,Lion_9,793,1717861786.0
0,799,derrick2209,799,1717862357.0
1,514,ayoaditya,512,1717861573.0
1,540,Farhan_Sakib,541,1717862337.0
1,608,sunnymaurya101,606,1717862354.0
1,683,kunj_patel2003,685,1717862377.0
1,696,Supress257,696,1717861965.0
1,764,prathamk0603,765,1717861956.0
2,348,satorugojocj6,350,1717862172.0
2,671,SHAHSAI,676,1717861944.0
2,679,SomeshRaj09,680,1717862334.0
2,717,utpalanand5,720,1717862342.0
3,542,Naga_Bhuvith,540,1717862334.0
3,759,muthuhariharan2001,757,1717862382.0
3,758,paridhichawhan,760,1717862336.0
4,417,kxiti1905,421,1717861576.0
4,515,Sasta_Coder,516,1717861802.0
4,733,parthhalwane,735,1717862347.0
5,255,Astatine08,255,1717861518.0
5,329,priyanshu11_,333,1717861496.0
5,749,Ganesh287,752,1717861937.0
6,153,cro_poder,153,1717860689.0
6,626,bigD-Deepak,628,1717860339.0
7,376,21r01a05k7,374,1717862269.0
7,458,dushyantrajeev,454,1717861397.0
8,525,teerth_patel,524,1717861637.0
8,787,ranitmukherjee,787,1717862093.0
9,445,Neha_84,442,1717861825.0
9,622,apsar786,624,1717861770.0
10,556,kumarrahul31199,555,1717862391.0
10,739,captSomu,733,1717862007.0
11,547,bhaskar_op,547,1717862365.0
11,712,Eren_Midoriya27,711,1717861512.0
12,341,hetvikgoel2021,345,1717862139.0
12,698,charumathip21,700,1717861985.0
13,413,anim_2403,416,1717861551.0
13,699,desaiaarsh4,701,1717861985.0
14,367,mkm2015,369,1717861947.0
14,607,srichakradevarakonda5,609,1717862363.0
