fileId,username,rank,submit_ts
1,fmota,0,1716691263.0
2,arignote,1,1716691429.0
0,jeffreyhu8,2,1716691678.0
5,megurine,3,1716691792.0
4,CutSandstone,4,1716691869.0
6,A_Le_K,5,1716691902.0
3,_kevinyang,6,1716691912.0
7,ianwong1999,7,1716691621.0
9,pandaforever,8,1716691951.0
11,hank55663,9,1716691362.0
8,Kinon,10,1716691998.0
10,Superultra,11,1716691381.0
12,LayCurse,12,1716691759.0
13,flashmt,13,1716691798.0
16,KR_HayoungSong,14,1716692220.0
14,STARs_56789,15,1716691431.0
18,CAEL0,16,1716692251.0
15,hazzler,17,1716691733.0
19,anil9717,18,1716692003.0
17,MKLOL,19,1716692371.0
22,OTTFF,20,1716692400.0
24,biharicoder,21,1716692058.0
21,physics0523,22,1716691946.0
20,pingchungchang,23,1716691964.0
23,mikeqiyh,24,1716692278.0
27,megaspazz,25,1716692280.0
26,DylanSmith,26,1716691981.0
25,sheepforever,27,1716691982.0
28,friedall,28,1716692307.0
29,Wibo,29,1716692638.0
32,IceKnight1093,30,1716692041.0
30,Abhi_Srivastava,31,1716692642.0
33,ethanrao,32,1716691245.0
35,scanhex,33,1716692244.0
31,ctnya_8135,34,1716692905.0
34,prajwal_733,35,1716692721.0
36,AlphaS,36,1716692740.0
39,tmoux,37,1716692265.0
38,Ma_Lin,38,1716693069.0
37,MeetBrahmbhatt,39,1716692777.0
40,mkawa222,40,1716692496.0
41,Belgutei0323,41,1716693104.0
45,nguyenquocthao00,42,1716692828.0
42,Marmaduke,43,1716693129.0
43,cchao,44,1716693150.0
44,uwi,45,1716692366.0
46,balakrishnan_v,46,1716692136.0
48,d_ananta_,47,1716692973.0
50,Tinky1224,48,1716693022.0
47,mble6125,49,1716693031.0
52,MinhBaoSoCool,50,1716693334.0
49,nicolasalba,51,1716693340.0
51,stupidRR,52,1716693396.0
53,tanakat01,53,1716693120.0
57,jwseph,54,1716692834.0
55,SleepyJie,55,1716692345.0
54,harryB17,56,1716693546.0
56,qb_2008,57,1716692580.0
58,Skywarrior2000,58,1716693568.0
60,SR3mix,59,1716693038.0
62,uwu,60,1716693345.0
59,lydxlx,61,1716693672.0
64,66brother,62,1716693718.0
61,yzkkai,63,1716692858.0
63,kaq,64,1716693792.0
66,Maruzensky,65,1716693537.0
65,KyouMoKawaii,66,1716693237.0
67,VarunR,67,1716693251.0
69,qqwrv,68,1716693311.0
68,saadakbar10,69,1716693328.0
70,chetan_saini21,70,1716693931.0
71,lokeshrajput5473,71,1716693762.0
72,Rohan_2172002,72,1716693790.0
74,abhishekvanjani,73,1716694118.0
76,vassu118,74,1716693527.0
73,OkamiWang,75,1716693157.0
75,SSYernar,76,1716693898.0
80,xymabinogi,77,1716693327.0
78,wenboz,78,1716693961.0
77,mafailure,79,1716694278.0
81,Kishan_143,80,1716694292.0
87,cf2,81,1716693109.0
79,ard001,82,1716693727.0
82,sksusha8853,83,1716694335.0
83,clarencechew,84,1716694084.0
84,singh_deopa,85,1716694397.0
85,nguyenducloc,86,1716694425.0
86,papaya,87,1716693826.0
89,DrunkTemplar,88,1716694432.0
88,ltf0501,89,1716693245.0
90,txingml,90,1716694464.0
