fileId,username,rank,submit_ts,subm_id
1,pandaforever,0,1717900698,1282249006
3,scanhex,1,1717900807,1282253446
2,Yawn_Sean,2,1717900838,1282254508
0,SleepyJie,3,1717900698,1282248998
4,cai_lw,4,1717900870,1282255689
8,bilyhurington,5,1717900978,1282259498
5,penguinhacker,6,1717901004,1282260332
6,Wibo,7,1717901059,1282262401
10,KR_HayoungSong,8,1717901074,1282262953
11,LayCurse,9,1717901076,1282263034
7,friedall,10,1717901070,1282262813
9,IanISam,11,1717901118,1282264490
12,sisyphus3,12,1717900819,1282253829
14,fmota,13,1717901101,1282263987
13,ethanrao,14,1717900744,1282250884
15,flashmt,15,1717901136,1282265170
16,amsraman,16,1717900593,1282245374
17,green_pig,17,1717901284,1282269679
19,hank55663,18,1717901291,1282269932
18,ernestlu,19,1717901308,1282270577
20,nikatamliani1,20,1717901022,1282260930
21,angeredgecko,21,1717901375,1282272781
22,pr3pony,22,1717901378,1282272905
23,wutwere,23,1717901177,1282266448
24,jerryxu20,24,1717901469,1282276204
28,AntonRaichuk,25,1717901518,1282277863
27,tepamid,26,1717901345,1282271701
25,milind0110,27,1717901632,1282281585
26,876pol,28,1717900982,1282259615
30,nor_,29,1717901761,1282285496
29,looking_for_swe_internships,30,1717901761,1282285523
31,cybsbbbb,31,1717901501,1282277269
32,NatapongS,32,1717901787,1282286447
33,Glukua,33,1717901540,1282278515
35,zokumyoin,34,1717901912,1282290421
34,MrPersonDev,35,1717901629,1282281483
36,donbasta,36,1717901641,1282281860
38,wjli,37,1717901370,1282272611
37,alan8585,38,1717901398,1282273746
41,betsymp,39,1717902071,1282295294
39,julytest,40,1717901572,1282279606
40,never_get_piped,41,1717902202,1282298986
42,qdd1999,42,1717901901,1282290047
43,i_love_xiaoshagua_cpp,43,1717901701,1282283664
44,profchi,44,1717902022,1282293837
45,H-R-2004,45,1717902376,1282303814
47,Turkhuu,46,1717902367,1282303557
46,MvKaio,47,1717901835,1282287911
49,deadRabbit,48,1717902215,1282299400
48,DenisGubar,49,1717902614,1282310545
53,mhwg,50,1717902641,1282311272
51,szp14,51,1717902334,1282302628
52,mkawa222,52,1717901748,1282285061
50,tungduong150105,53,1717902071,1282295304
58,uwi,54,1717901734,1282284618
54,OTTFF,55,1717902070,1282295268
56,nqd250104,56,1717902135,1282297264
55,chromate00,57,1717901540,1282278500
57,kzyKT,58,1717902017,1282293694
59,watashi,59,1717902980,1282321054
61,sveng101,60,1717903028,1282322457
60,MeetBrahmbhatt,61,1717903038,1282322672
63,arignote,62,1717903019,1282322166
65,martin0327,63,1717903108,1282324497
62,happypotter,64,1717903134,1282325190
64,danzhi,65,1717903184,1282326621
67,guddusingh123,66,1717902312,1282302064
69,papaya,67,1717902623,1282310793
68,remidinishanth,68,1717902979,1282321032
66,l_returns,69,1717902687,1282312542
70,junruiw,70,1717903318,1282330283
71,chenreddy0207,71,1717903023,1282322309
73,u_noob_i,72,1717903058,1282323264
72,shaydulin,73,1717903369,1282331700
75,isheoran,74,1717903474,1282334726
78,ianwong1999,75,1717902906,1282318803
74,gonglinyuan,76,1717903208,1282327298
76,scotchtape,77,1717903511,1282335909
77,DylanSmith,78,1717903103,1282324415
80,Superultra,79,1717901794,1282286637
83,Chengqian_Li,80,1717902620,1282310703
79,pushuu,81,1717903261,1282328667
81,sam_990,82,1717903323,1282330407
84,vermachakshu,83,1717903349,1282331151
82,raincoat911,84,1717903375,1282331835
85,XKTZ,85,1717903410,1282332823
86,indian_czar,86,1717903448,1282333901
88,2499370956,87,1717903151,1282325666
87,SamyakSinghania,88,1717902567,1282309263
89,jszqlew,89,1717902588,1282309806
91,madflash,90,1717903515,1282336075
90,charles2010,91,1717903516,1282336097
92,longvatrong111,92,1717903219,1282327601
93,shchen527,93,1717903527,1282336412
97,d_ananta_,94,1717903251,1282328376
94,Q4IYURYDjU,95,1717902998,1282321562
95,kremater,96,1717903575,1282337806
98,binomanjesh,97,1717903628,1282339232
100,Kareem_Elgoker,98,1717903954,1282348445
96,HuizeM,99,1717903669,1282340404
101,qb_2008,100,1717903146,1282325529
99,user2937Vz,101,1717903486,1282335086
104,leon,102,1717903829,1282344874
103,txingml,103,1717903537,1282336721
102,thomas-li,104,1717904152,1282353999
106,JeffreyLC,105,1717903854,1282345514
105,pyjuan91,106,1717902951,1282320160
108,ritik_369,107,1717903898,1282346786
109,xs_pg,108,1717903975,1282349018
107,JJZin,109,1717902528,1282308113
115,rupa6,110,1717904349,1282359313
111,believe_that_,111,1717902890,1282318336
113,sethles,112,1717903822,1282344698
110,inversionpeter,113,1717903536,1282336695
114,z123k3,114,1717904138,1282353590
112,sho1004,115,1717903894,1282346667
116,mobileagent18,116,1717903968,1282348828
118,yge2,117,1717904003,1282349799
117,Maganlal-Meghraj,118,1717904624,1282367163
119,RightHandElf,119,1717903442,1282333739
121,mble6125,120,1717904363,1282359675
120,notSayeef,121,1717904129,1282353350
122,jamshedmd1111,122,1717904429,1282361503
123,Fadancing,123,1717904493,1282363412
124,ashwanthkannan,124,1717903857,1282345591
126,rastsislau,125,1717904586,1282365977
125,nguyenducloc2,126,1717904600,1282366427
129,hxu10,127,1717904319,1282358569
127,panwu5588,128,1717904685,1282368963
130,hcseo,129,1717904011,1282350014
128,ShenTM,130,1717904122,1282353147
132,Tinky1224,131,1717905025,1282378768
133,sfburui,132,1717904731,1282370250
131,hornedfoe,133,1717904756,1282370913
134,Ma_Lin,134,1717904782,1282371654
135,lydxlx,135,1717903344,1282330976
137,kirya2604,136,1717904253,1282356734
141,vmadhu99,137,1717905173,1282382654
136,MythicalEnt,138,1717903693,1282341107
138,vrintle,139,1717904212,1282355660
139,U_U,140,1717904348,1282359287
143,arujbansal,141,1717904968,1282377174
142,BeaconMC,142,1717903513,1282335989
140,zzjjbb,143,1717904672,1282368634
147,tanakat01,144,1717904128,1282353302
145,dinusX,145,1717904756,1282370891
144,power1011,146,1717905045,1282379359
148,yc-li,147,1717904464,1282362482
146,derkach,148,1717902978,1282321009
149,sky1429,149,1717905080,1282380273
150,A_Le_K,150,1717905397,1282388362
152,Vraj109,151,1717904529,1282364467
151,zyxwvu164,152,1717904267,1282357113
154,amank13,153,1717905176,1282382712
155,czjnbb,154,1717904915,1282375618
153,gamigafy,155,1717904921,1282375818
