fileId1,fileId2,similarity
184,150,100.0
286,259,100.0
1217,525,100.0
364,293,100.0
371,350,100.0
429,350,100.0
442,350,100.0
444,350,100.0
526,350,100.0
429,371,100.0
442,371,100.0
444,371,100.0
526,371,100.0
442,429,100.0
444,429,100.0
526,429,100.0
444,442,100.0
526,442,100.0
526,444,100.0
315,301,100.0
326,301,100.0
342,301,100.0
355,301,100.0
326,315,100.0
342,315,100.0
355,315,100.0
342,326,100.0
355,326,100.0
355,342,100.0
242,230,100.0
330,230,100.0
455,230,100.0
566,230,100.0
330,242,100.0
455,242,100.0
566,242,100.0
455,330,100.0
566,330,100.0
566,455,100.0
405,303,100.0
511,390,100.0
331,280,98.12206572769952
349,277,100.0
331,277,98.10426540284361
349,331,98.10426540284361
459,282,100.0
507,280,98.08612440191388
479,347,100.0
353,348,100.0
382,348,100.0
512,348,100.0
382,353,100.0
512,353,100.0
512,382,100.0
507,277,98.06763285024155
507,349,98.06763285024155
726,383,98.06763285024155
543,264,98.05825242718447
913,264,99.01960784313727
370,328,100.0
913,559,98.0295566502463
482,205,100.0
535,407,100.0
612,407,98.97435897435898
612,535,98.97435897435898
297,267,100.0
305,267,100.0
311,267,100.0
351,267,100.0
367,267,100.0
375,267,100.0
393,267,100.0
394,267,100.0
399,267,100.0
418,267,100.0
437,267,100.0
460,267,100.0
477,267,100.0
474,267,100.0
547,267,100.0
612,267,98.96907216494846
305,297,100.0
311,297,100.0
351,297,100.0
367,297,100.0
375,297,100.0
393,297,100.0
394,297,100.0
399,297,100.0
418,297,100.0
437,297,100.0
460,297,100.0
477,297,100.0
474,297,100.0
547,297,100.0
612,297,98.96907216494846
311,305,100.0
351,305,100.0
367,305,100.0
375,305,100.0
393,305,100.0
394,305,100.0
399,305,100.0
418,305,100.0
437,305,100.0
460,305,100.0
477,305,100.0
474,305,100.0
547,305,100.0
612,305,98.96907216494846
351,311,100.0
367,311,100.0
375,311,100.0
393,311,100.0
394,311,100.0
399,311,100.0
418,311,100.0
437,311,100.0
460,311,100.0
477,311,100.0
474,311,100.0
547,311,100.0
612,311,98.96907216494846
367,351,100.0
375,351,100.0
393,351,100.0
394,351,100.0
399,351,100.0
418,351,100.0
437,351,100.0
460,351,100.0
477,351,100.0
474,351,100.0
547,351,100.0
612,351,98.96907216494846
375,367,100.0
393,367,100.0
394,367,100.0
399,367,100.0
418,367,100.0
437,367,100.0
460,367,100.0
477,367,100.0
474,367,100.0
547,367,100.0
612,367,98.96907216494846
393,375,100.0
394,375,100.0
399,375,100.0
418,375,100.0
437,375,100.0
460,375,100.0
477,375,100.0
474,375,100.0
547,375,100.0
612,375,98.96907216494846
394,393,100.0
399,393,100.0
418,393,100.0
437,393,100.0
460,393,100.0
477,393,100.0
474,393,100.0
547,393,100.0
612,393,98.96907216494846
399,394,100.0
418,394,100.0
437,394,100.0
460,394,100.0
477,394,100.0
474,394,100.0
547,394,100.0
612,394,98.96907216494846
418,399,100.0
437,399,100.0
460,399,100.0
477,399,100.0
474,399,100.0
547,399,100.0
612,399,98.96907216494846
437,418,100.0
460,418,100.0
477,418,100.0
474,418,100.0
547,418,100.0
612,418,98.96907216494846
460,437,100.0
477,437,100.0
474,437,100.0
547,437,100.0
612,437,98.96907216494846
477,460,100.0
474,460,100.0
547,460,100.0
612,460,98.96907216494846
474,477,100.0
547,477,100.0
612,477,98.96907216494846
547,474,100.0
612,474,98.96907216494846
612,547,98.96907216494846
407,267,98.96373056994818
535,267,98.96373056994818
407,297,98.96373056994818
535,297,98.96373056994818
407,305,98.96373056994818
535,305,98.96373056994818
407,311,98.96373056994818
535,311,98.96373056994818
407,351,98.96373056994818
535,351,98.96373056994818
407,367,98.96373056994818
535,367,98.96373056994818
407,375,98.96373056994818
535,375,98.96373056994818
407,393,98.96373056994818
535,393,98.96373056994818
407,394,98.96373056994818
535,394,98.96373056994818
407,399,98.96373056994818
535,399,98.96373056994818
418,407,98.96373056994818
437,407,98.96373056994818
460,407,98.96373056994818
477,407,98.96373056994818
474,407,98.96373056994818
547,407,98.96373056994818
535,418,98.96373056994818
535,437,98.96373056994818
535,460,98.96373056994818
535,477,98.96373056994818
535,474,98.96373056994818
547,535,98.96373056994818
958,612,98.4536082474227
958,267,98.4375
958,297,98.4375
958,305,98.4375
958,311,98.4375
958,351,98.4375
958,367,98.4375
958,375,98.4375
958,393,98.4375
958,394,98.4375
958,399,98.4375
958,418,98.4375
958,437,98.4375
958,460,98.4375
958,477,98.4375
958,474,98.4375
958,547,98.4375
446,267,98.42105263157895
446,297,98.42105263157895
446,305,98.42105263157895
446,311,98.42105263157895
446,351,98.42105263157895
446,367,98.42105263157895
446,375,98.42105263157895
446,393,98.42105263157895
446,394,98.42105263157895
446,399,98.42105263157895
446,418,98.42105263157895
446,437,98.42105263157895
460,446,98.42105263157895
477,446,98.42105263157895
474,446,98.42105263157895
547,446,98.42105263157895
958,446,98.42105263157895
960,940,100.0
257,249,100.0
268,249,100.0
316,249,100.0
322,249,100.0
359,249,100.0
389,249,100.0
406,249,100.0
408,249,100.0
421,249,100.0
427,249,100.0
472,249,100.0
475,249,100.0
520,249,99.42857142857143
537,249,100.0
555,249,100.0
268,257,100.0
316,257,100.0
322,257,100.0
359,257,100.0
389,257,100.0
406,257,100.0
408,257,100.0
421,257,100.0
427,257,100.0
472,257,100.0
475,257,100.0
520,257,99.42857142857143
537,257,100.0
555,257,100.0
316,268,100.0
322,268,100.0
359,268,100.0
389,268,100.0
406,268,100.0
408,268,100.0
421,268,100.0
427,268,100.0
472,268,100.0
475,268,100.0
520,268,99.42857142857143
537,268,100.0
555,268,100.0
322,316,100.0
359,316,100.0
389,316,100.0
406,316,100.0
408,316,100.0
421,316,100.0
427,316,100.0
472,316,100.0
475,316,100.0
520,316,99.42857142857143
537,316,100.0
555,316,100.0
359,322,100.0
389,322,100.0
406,322,100.0
408,322,100.0
421,322,100.0
427,322,100.0
472,322,100.0
475,322,100.0
520,322,99.42857142857143
537,322,100.0
555,322,100.0
389,359,100.0
406,359,100.0
408,359,100.0
421,359,100.0
427,359,100.0
472,359,100.0
475,359,100.0
520,359,99.42857142857143
537,359,100.0
555,359,100.0
401,384,100.0
466,384,100.0
406,389,100.0
408,389,100.0
421,389,100.0
427,389,100.0
472,389,100.0
475,389,100.0
520,389,99.42857142857143
537,389,100.0
555,389,100.0
466,401,100.0
408,406,100.0
421,406,100.0
427,406,100.0
472,406,100.0
475,406,100.0
520,406,99.42857142857143
537,406,100.0
555,406,100.0
421,408,100.0
427,408,100.0
472,408,100.0
475,408,100.0
520,408,99.42857142857143
537,408,100.0
555,408,100.0
427,421,100.0
472,421,100.0
475,421,100.0
520,421,99.42857142857143
537,421,100.0
555,421,100.0
472,427,100.0
475,427,100.0
520,427,99.42857142857143
537,427,100.0
555,427,100.0
475,472,100.0
520,472,99.42857142857143
537,472,100.0
555,472,100.0
520,475,99.42857142857143
537,475,100.0
555,475,100.0
537,520,99.42857142857143
555,520,99.42857142857143
555,537,100.0
1205,1003,100.0
270,193,100.0
641,454,100.0
