fileId1,fileId2,similarity
1032,662,100.0
398,218,85.35825545171339
218,83,84.59016393442623
512,47,85.24203069657615
248,58,98.59719438877755
972,403,94.86166007905138
1054,1022,100.0
1121,1004,95.0199203187251
1004,945,90.60000000000001
879,708,100.0
1121,826,90.7070707070707
1121,945,89.35742971887551
1183,277,91.17043121149896
1017,1004,89.51612903225806
819,765,92.24318658280922
1183,812,88.12877263581488
765,644,89.54918032786885
1004,826,87.72635814889335
685,277,86.13861386138613
1183,1166,90.625
812,277,87.14859437751004
945,826,88.03245436105477
1188,313,88.72950819672131
812,321,89.27835051546393
812,644,86.42714570858283
812,685,84.07766990291262
1021,299,85.42914171656687
1183,644,87.14285714285714
1183,685,84.72222222222221
1121,1017,86.43724696356276
819,277,88.75
1183,313,85.88709677419355
819,644,88.19875776397515
1166,812,86.55804480651732
1183,819,88.51774530271399
790,191,93.79157427937915
939,819,87.73388773388774
644,277,85.74338085539715
939,765,86.62551440329219
1166,685,84.33734939759037
765,277,86.18556701030928
939,644,84.95934959349594
313,199,85.97938144329898
765,199,87.9492600422833
321,277,87.57894736842105
1183,765,85.9504132231405
1166,277,86.27858627858627
794,470,88.67521367521367
1166,819,87.52642706131078
1017,945,84.14634146341463
819,812,84.08163265306122
602,499,93.83561643835617
1188,972,84.5360824742268
1166,765,85.56485355648536
1166,644,84.29752066115702
790,644,86.22881355932203
1183,321,85.65400843881856
1166,939,84.23236514522821
819,790,87.85249457700651
1188,39,86.11111111111111
819,191,87.22943722943724
1166,321,86.11111111111111
1183,1169,84.66386554621849
1183,199,84.63157894736842
1188,199,86.0813704496788
732,416,100.0
1188,1183,84.10041841004184
1198,1183,84.10041841004184
277,199,84.24369747899159
1183,519,85.86723768736617
1198,1166,84.95762711864407
1188,1169,85.68376068376068
519,277,85.47008547008546
819,321,85.65310492505354
939,790,85.1063829787234
1188,790,86.73913043478261
644,191,84.14376321353065
1166,1133,85.96112311015118
790,765,85.1931330472103
1166,199,84.43496801705757
790,664,88.98876404494382
1198,819,84.07643312101911
1169,199,84.94623655913979
765,191,84.1541755888651
1188,321,84.12017167381974
861,562,86.80089485458613
1188,664,85.27472527472527
1133,199,84.49781659388647
790,519,85.96881959910914
664,519,86.26126126126125
664,191,84.97757847533633
1133,461,85.9090909090909
1133,562,84.87584650112868
746,562,87.41258741258741
1133,746,84.93150684931507
1133,388,84.11214953271028
973,519,84.50704225352112
388,378,86.23188405797102
494,219,100.0
1152,453,100.0
119,96,100.0
771,96,100.0
771,119,100.0
